id,txt
434,tsin1-kin2-e5 puann1-tsau2 soo2-tik8 。
435,sia7-hue7 ling7-gua7 tsiau3-king1-sim1 ，
436,tsoh8-jit8 tshim1-gua7 tse7-kong1-tshian
437,kan3-tsio2 peh8-sik4 kap4 phau2-ke7 ，
438,tsit4-si7 bok8-siang1-e5 siang7-too7 。
439,sin1-tioh8 tiau5-tng5 to7-phing1-koh4 ，
440,na7-bo5 tsin1-kho2-ling5 tshut4-e5 。
441,tsiok4-tsue7-lang5 tsiah8-tin1-bi7 ，
442,tsuan5-poo7 su2-iong7 thih4-pian3-tiau5 
443,put4-ko3 tua7-lim5 khang5-iu5 kai2-sikok
444,sui1-jian5 kin1-a2 hong1-ki2-li7 ，
445,siong3-ti7 tsa1-poo1 be2-liau2-tshiu2 ，
446,e7-sai2 kong2 tshui3-ti7-tsiah8 ，
447,la1-pah4 siann1-tsu2 hoo7-tshiann1-tioh8
448,be2 po2-hiam2-tsing5 tsu7-ping5-ik4 ，
449,tsap8-lak8-ho7 kuann1-hok8-penn7 ，
450,ti7 kiu2-a2 pi7-kan1-e5 kau5-siong1 ，
451,hak8-sing1 tong1-jian5 be7-tam7-sit4 ，
452,siu1-jip8 bo5-un2-ting2 be2-ng5-hun1 ，
453,tsap8-gua7-ni5 lai5-huat4-sing1-boh4 。
454,tshinn3-tioh8 sing7-tsiong3 e5 si5-guehi
455,uah8-tang7 kiat4-sok4 hoo7-siang5-tsin3 
456,pinn1-khuann3 lip8-ui2 kok4-khiann2 。
457,an3-tsuann2 hau3-sim1-pian7 tso3-ki1 ，
458,ting2-jit8 tso3-sit4-hioh4 e5 si5-tsun7 
459,tsin3-hing5 hip4-soo2 soo2-khong3-hing5 
460,kui1-e5 ki1-kiu5 sim1-tsai2 uan5-kang1 。
461,hi1-bang7 thau3-uan5 uah8-si7-tua7 ，
462,bin5-si7-sin1-bun5-po3-to7
463,bo5-siunn7 lau7-su1 to3-hak8 ni5-i7 ，
464,kiu5-hia1-tshoo1 sim7-ki2 pian3-kiu5 ，
465,bing5-tsiong7 i2-kai7 bo5-tsau2-bi7 ，
466,hi1-bong7 loh8-ke3 e7-tshiunn7-a2 ，
467,tsue3-kin7 tsing5-a2-pi7-pik8-gik8 。
468,khak4-ting7-tsin1-e5 si1-kue1 。
469,bo5-kong2-kiu5 「 sing3-hu2 」 iang3-tsoko
470,bin5-si7-sin1-bun5-po3-to7
471,iau2-u7 iau1-tshiann7 goo7-tsham2-uan5 ，
472,khia5-tioh8 o1-tshiu2-kann2-piann1 。
473,hing5-ki1 pi7-king1 pi7-huat4-siu1 。
474,m7-koh4 lang5-kheh4-tian7 tshiong1-tiang
475,i1-e5 pe7-bo2-au7 hue2-bo5-kau3-to7 ，
476,tsue3-kin7 iu5-kiok8 tsing2-sinn5-khi3 ，
477,hiam5-huan7 li7-iong7-un7 e5 sin1-hun1 ，
478,kah4 pinn3-tshia1 phue3-gai5-tsit4 。
479,bin5-si7-sin1-bun5-po3-to7
480,tso3 tsiok4-thai3 tshai3-bun7-koh4-li2 ，
481,san2-liang7 put4-tuan7 the3-khi2 。
482,thau5-tsing5 tioh8-si7 lu2-hak8-tui7 」 。
483,ho2-ti7 suann1-kap4 e5 poo5-tshiunn7 ，
484,i1 pun2-lai5-king1 tsit8-ni5-kong1 ，
485,an2-ne1 loh8-khiong2 ma7-kam2-pan7 。
486,bi7-lai5 ti7 pat4-ho7 tshing1-tah4 ，
487,tsiann3-si7 ang5-thng1 tiam3-thau5 。
488,tsue3-kin7 hun5-lim5-tsui2-tong1-han5 ，
489,lip8-huat4 i7-sann1-thong1 it4-kin2 ，
490,li7-iong7 sok4-si5 pi7-an3-hong5 ；
491,kiong5-khan3 tih4-beh4 tsiah8-e5 lang5 ，
492,si7-m7 tsing3-hoo7 sin3-thuan5-go7 。
493,m7-koh4 kue2-long5 iau2-kam2-be7-an1 。
494,bin5-si7-sin1-bun5-po3-to7
495,ui7-siann2-mih8 suan2-than3 tsit8-ki2 ，
496,san3-huat4 long5-long5-e5 hok8-khi3 。
497,uan5-king2 sui5-theh8 tshia1-hap4 ，
498,i2-king1 ti7 mua5-ku7 tshio2-ni5 ，
499,tai5-kui1-siang7 put8-khang3 tso3-ian2 ，
500,kin1-ni5 tso3-king2-e5 tsiat4-be7 ，
501,tsuan5-tioh8 tshiau1-kue3 pue7-si3 ，
502,tsi2-iau3 tsiann2-tshiu2 kau3-po1 。
503,hian7-tiunn5 ping5-suan2 phing5-bin5 ，
504,tso7-sing5 ang5-phue5 e5 tshai3-loh8 。
505,bin5-si7-sin1-bun5-po3-to7
506,kau3-tann1 gin2-ui7 huat8-siong1-ting5 。
507,tshu2-huat8 sing3-tsap8-huat8-khuan2 ；
508,ki5-tiong1 e5 tsap8-ban7-kuan7-gin5 ；
509,tsiah4-e7-sai2 tshut4-ki3-tsuan5-thng5 。
510,tsuan5-kiu5 tsing5-goo7-iann2-kak4 ，
511,sio1-king1-piann2 gu5-phue5 thoo5-sim1
512,tsia1-e5 mui2-tsit8-pun2 suann3-tsheh4 ，
513,ting2-a2 kue1-nng7 bin7-ting2 gua7-an3 ，
514,lian5-sua3 nng7-ni5 theh8-poo3-kuan1 。
515,su1-iau3 sue3-iau2 long5-bin5-put4 。
516,bio7-u2 m7-bian2 koh4-khui3-phai3 ；
517,hoo7-lang5 kian3-sik8 e5 phang5-tua7 。
518,too1-tshi7 huat4-tian2 tsing3-kian3 ，
519,hak8-sing1 tsing2-li2 e5 tsin3-tshiu7 。
520,sing1-ti7 tsit8-kang1 khia7-tsu2-ling5 ，
521,hoo7-in1 pi7-bian2 an1-khong1-tsia2 。
522,an1-lam5-o5 kham2-a2 si2-bing5 si5-hong5
523,nng7-kang1-loh8-e5 ping5-tsho3-tun7 ，
524,ang5-hue2 ian1-khoo2-e5 sang1-luan2 ，
525,jin7-ui5 pi7-sit8-khi2 put4-kho2-gi7 。
526,siau1-hong5-jin5 su2-iong5 phi3-khui1 ，
527,su2-iong7-u7 hik8-sing1-tsik4-ling5 ，
528,khak4-sit8 king3-tsho3-in2 pi7-hui5 。
529,bin5-tsioh4 kok4-sio2 bo5-su7-iu5 ，
530,tsim1-tsiok4 tshiu2-ping5-tsok4-uah8 ；
531,ki1-khi3 tshai2-e5 tsia1-e5 sing5-ti7 ；
532,i1 pi7-kio3-tso3 tsing5-bu2-e5 ni5 。
533,u7-si5-tsun7 pi7-ia2 kau2-phua3 ，
534,bi7-lai5 tai5-thih4 tsiap4-kuan2 ，
535,ma7-si7 kok4-ping3-sai2 phing5-thuan5 ，
536,siang1-hong1 pi2-kau3-e5 tng2-lai5 ，
537,siu1-tshu2 tam7-poh8-a2-kang1-hui3 ，
538,kiat4-ko2 kui1-e5 to3-sio1-hiong3 ，
539,kin1-ni5 siu7-tioh8 kau7-uo2-ing2 ，
540,ma7-si7 si1-tsing3-e5 ng5-ham3-kiu5 。
541,tsin1-tsiong3-a2 phinn5-su7 ，
542,nia5-tse3 siok8-tiann2 si5-khi3-e5 ，
543,siang1-hong1 i3-kian3-e5 tsi5-un7 ，
544,su7-au7 i1 tui3-kiam2 e5 ue7-bin7 ，
545,tsit8-e5 tsian3-pah4 phoo2-khoo1-tshan1 
546,kang1-tsuan2-kang2 to1-khui1-tshiu5 ，
547,iu5-ki5 lian5-kiat4 ko1-hiong5-suann7 ；
548,siunn7-beh4 hip4 tsiu2-a2 kha1-am5 ；
549,kam3-si7-ti7 puann3-mia5 nng7-mia5 ，
550,ui7-ti7 ping5-ni5 e5 tshiunn1-lip8 ，
551,kam2-kik4 tshiang7-kak4 m7-tioh8 ，
552,koh4-si7 huan1-tsi5 khai1-tsui2-ting7 ！
553,kiu3-king3 siann2-si7 hiong1-tshiu2 ，
554,peh4-tsap4-hue3 e5 lau7-peh4-tshu3 。
555,kiong5-tiau7 kong1-bin5 tsu2-hiang2 ，
556,kho2-ling5 an3-ne1 tsiu2-ting5-khau1 。
557,thun1-tshu2 po2-tsiah8 pau1-in1-si2 。
558,bin5-si7-sin1-bun5-po3-to7
559,tsit4-khuan2 tsiong3-phinn2 siok8-but8 ，
560,tshia1-thau5 iau2-u7 tshia1-mng5-loh8 ，
561,ping5-siang5 ki2-pan7 tsiann5-kiu3 。
562,ting5-khui2-siong1 tsioh4-hap8 piau2 ，
563,siat4-ke3 tso7-sing5 tong1-giam7 im1 。
564,bin5-si7-sin1-bun5-po3-to7
565,long5-ui2-hue7 kong2-tsu2 kam1-si3 ，
566,tsit4-mia5 tsa1-poo1 i3-sik4 phang5 ，
567,tng1-kang3 tsiann5-e5 ka1-ting5-pau7 ，
568,hian7-tiunn5 be7-siau3-hi3 be5-kun5 。
569,tshu3-tsu2 tshiann3-tsap8 sua2-ui7 ，
570,put4-siau3 tsiu2-siong1 e5 siok8-ki1 ，
571,jian5-au7 kah4 tsiu2-khi3 tso3-phi3 ，
572,tsu7-an2-ne1 sing5-lip8 tsheh4-pan7 。
573,siu7-tioh8 iau1-tsiong2 tsian5-tse3 。
574,kun1-hue7 e7-poo1 tsian3-bing2 pang5 。
575,u7-tsit8-tshing3 peh4-ni5-e5 lik8-kooooo
576,bin5-si7-sin1-bun5-po3-to7
577,tsit8-tui3 tsing3-lian2 nng7-tshiu2 ，
578,tsit8-to2-kau3 ting7-khuan2-ti7 ，
579,jian5-au7 ban7-hau7 tsing3-sang3-ti7 。
580,tui3 bi2-kok4 koo3-be2-tua7 ma5-thuan5 。
581,siong7-kan2-lam5 tsing3-hak8-sing1 ，
582,tit4-tioh8 tsuan5-kiu5 tshui2-hok8-lui7 
583,tsuan1-tng5 siok8-i5 ge7-piau2 tsing3 ，
584,bo5-siunn7-tioh8 ping5-tua7-phing5-tsua2
585,i1 hue3-thau5 tse7-tsing5 hiang5-tong7 ；
586,au7-lai5 king2-hong1 tiau5-sang3-khi7 ；
587,tai5-lam5 tsit8-ui7 tshiann1-tan5-kun1 ，
588,the2-tsit4 sin1-e5 ah4-si7 bin5-san2 ，
589,pau1-tioh8 hong1-bi7-e5 gi5-lan5-siunnnn
590,hoo7-li2 lai7-bin7-e5 siong5-pan3-hi5 ，
591,siau1-hong5-tui7 khiam3-tin7 bin7-tsiau2
592,kho3-tioh8 khun5-siang1-tshu2 。
593,ti7 ping5-tsia2 「 mng5-kham2 「 giam7 ，
594,li2-siok4-bi2 e5 siang1-thau3 gue7 ，
595,tshut4-te5 hoo7 li2-tshuan2 gian2-pan1 。
596,hian7-tiunn5 ping5-se7 ho5-han3-kai3 。
597,tsin1-kin2-e5 khuai3-poo7 tsin3-tsing5 ；
598,ti2-le2-pai3 king1-kue3 hang5-tshi2 ；
599,tioh8-si7 siong1-thai3-e5 ping5-tsiu5 ，
600,gu5-bah4 pi7-giam7 san2-biap8 kin2-kip4 
601,tiam3-lai7 long2-si7 ka1-ki7-tsa3-iu5 ，
602,sio1-thuann5 khau2-leh4 phua3-kun1 ，
603,tsin1-e5 iau2-si7 tsing3-pai2-tu2 。
604,in1 kang7-khuan2 tsin1-hak8-phing5 ，
605,lau7-ji7 ho7-thau5-iu5 kang1-thoo5-iu5 ，
606,long5-tshian5-ping5-khai2 tsiau2-sang3 ，
607,i2-kip8 gi7-kuan2-jin5 e5 pi7-liau2 ，
608,siong7-tuann5 pin5-tong1 kha1-tiunn7 。
609,tsit4-pue1 sio1-tu2-phau3 lam5-iau7 ，
610,tsit4-ma2 tu2-ho2 an1-te5 pang3-ko2 ，
611,iau2-ai3 hu7-tam1-ping5 khang1-pio1 。
612,pin5-tang1-kuan7 pang1-hiong1-kang2 ，
613,guan7-i3 to2-tng2-e5 ping5-sai5 ，
614,tsai5-sin5 tsiann1-ui7 kang3-lim5 。
615,tioh8-si7 phing5-tiunn7-e5 lim5-tiat4 ，
616,hoo7 lam5-poo7-e5 siang1-tong1-e5 ，
617,tak8-kang1 long2-u7-ki1-tit8 tang1-kiang
618,siann1-ti7 bin5-tsiong3 tui5-hng1-siat4 
619,tsing3-be7 tshau2-a2 tshau2-pian7 ，
620,ng7-liau2 biau2-kong2 e5 tsiah4-ming5 ，
621,m7-koh4 sio2-hak8-e5 sing1-koo2 ，
622,tsit4-ma2 e7-sai2 su2-iong7 hu3-khuan2 。
623,tam1-jim7 long5-lik8 sin1-tshun1-uan5 。
624,sim1-thiann3 lak8-tua3 goo7-penn5 。
625,tai5-thih4 ting7-khu2-e5 tuann7-i3 ，
626,ai3 khuann3-hui1-khi2 kang3-su1-kong2 ，
627,ma7-u7 bang7-iu2 e5 tshi1-tshiah4-tong7 
628,tsun2-pi7 hoo7 sing3-hik8 e5 tsah4-khi3 
629,ban7-ban7-e5 pit4-biam2-hi1-sia2 」 ，
630,sui1-jian5 mui2-pai2 kam1-li2-ki5 ，
631,tsit4-ui7 tshiu2-kang1-se3 lau7-si1 。
632,tong3-tso3 tshia1-loo7 khai1-siang7 ，
633,tsit4-ma2 sio2-un7 kap4 tshia1-a2 ，
634,tsit4-tsiah4-e5 bi2-kok4-tua7-ping5 ，
635,kiat4-ko2 lian5-sua3 sann1-e5-king1 ，
636,tsit4-tong3 sann1-lau5 tsing3-au5 ，
637,suann3-ting2 tsi2-ka1-tsing5 pah4-ki5 。
638,king1-kue3 siang3-tai5 ti7-pang3-ki2 ，
639,siok4-khui1 sun5-ham5 kuan5-khah4 。
640,tsit8-tshuan3 tsit8-tshuan3 e5 kin1-lak4
641,m7-tsai1-iann2 an2-tsuann2-pak4-li7 。
